seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged,sensing_interval
6,25,0.25,1,4,920.7483613,FALSE,TRUE,4.7
7,25,0.25,1,4,915.9818959,FALSE,TRUE,4.7
8,25,0.25,1,4,877.9595352,FALSE,TRUE,4.7
9,25,0.25,1,5,1112.10709,FALSE,TRUE,4.7
10,25,0.25,1,4,886.4410585,FALSE,TRUE,4.7
11,25,0.25,1,4,903.1605792,FALSE,TRUE,4.7
12,25,0.25,1,4,905.5112144,FALSE,TRUE,4.7
13,25,0.25,1,9,1957.917129,FALSE,TRUE,4.7
14,25,0.25,1,5,1125.419997,FALSE,TRUE,4.7
15,25,0.25,1,5,1115.673111,FALSE,TRUE,4.7
16,25,0.25,1,4,919.4471751,FALSE,TRUE,4.7
17,25,0.25,1,4,887.4627695,FALSE,TRUE,4.7
18,25,0.25,1,4,916.4240789,FALSE,TRUE,4.7
19,25,0.25,1,5,1120.32589,FALSE,TRUE,4.7
0,25,0.25,1,3,757.5413367,FALSE,TRUE,4.9
1,25,0.25,1,4,958.8709381,FALSE,TRUE,4.9
2,25,0.25,1,4,990.8002221,FALSE,TRUE,4.9
3,25,0.25,1,3,734.2596097,FALSE,TRUE,4.9
4,25,0.25,1,3,745.7535169,FALSE,TRUE,4.9
5,25,0.25,1,3,696.6313576,FALSE,TRUE,4.9
6,25,0.25,1,4,999.3160836,FALSE,TRUE,4.9
7,25,0.25,1,4,954.3572861,FALSE,TRUE,4.9
8,25,0.25,1,3,728.2432478,FALSE,TRUE,4.9
9,25,0.25,1,3,712.2725856,FALSE,TRUE,4.9
10,25,0.25,1,4,945.506743,FALSE,TRUE,4.9
11,25,0.25,1,3,739.6128486,FALSE,TRUE,4.9
12,25,0.25,1,3,719.0260666,FALSE,TRUE,4.9
13,25,0.25,1,5,1234.901992,FALSE,TRUE,4.9
14,25,0.25,1,3,753.292736,FALSE,TRUE,4.9
15,25,0.25,1,4,1008.614761,FALSE,TRUE,4.9
16,25,0.25,1,4,998.974748,FALSE,TRUE,4.9
17,25,0.25,1,5,1217.416023,FALSE,TRUE,4.9
18,25,0.25,1,3,744.3285201,FALSE,TRUE,4.9
19,25,0.25,1,5,1243.420151,FALSE,TRUE,4.9
0,25,0.25,1,3,814.9516504,FALSE,TRUE,5.1
1,25,0.25,1,3,786.3812571,FALSE,TRUE,5.1
2,25,0.25,1,4,1048.993405,FALSE,TRUE,5.1
3,25,0.25,1,3,777.961194,FALSE,TRUE,5.1
4,25,0.25,1,5,1319.595727,FALSE,TRUE,5.1
5,25,0.25,1,3,782.1069841,FALSE,TRUE,5.1
6,25,0.25,1,3,807.1232913,FALSE,TRUE,5.1
7,25,0.25,1,3,821.5313483,FALSE,TRUE,5.1
8,25,0.25,1,3,791.0778777,FALSE,TRUE,5.1
9,25,0.25,1,3,811.1622576,FALSE,TRUE,5.1
10,25,0.25,1,3,793.0261209,FALSE,TRUE,5.1
11,25,0.25,1,3,813.2654588,FALSE,TRUE,5.1
12,25,0.25,1,3,795.9669754,FALSE,TRUE,5.1
13,25,0.25,1,5,1342.473013,FALSE,TRUE,5.1
14,25,0.25,1,3,809.9158662,FALSE,TRUE,5.1
15,25,0.25,1,3,802.583237,FALSE,TRUE,5.1
16,25,0.25,1,4,1084.541372,FALSE,TRUE,5.1
17,25,0.25,1,4,1075.397386,FALSE,TRUE,5.1
18,25,0.25,1,4,1066.896952,FALSE,TRUE,5.1
19,25,0.25,1,3,773.2306793,FALSE,TRUE,5.1
0,25,0.25,1,3,894.5702729,FALSE,TRUE,5.3
1,25,0.25,1,3,867.3728569,FALSE,TRUE,5.3
2,25,0.25,1,5,1431.731536,FALSE,TRUE,5.3
3,25,0.25,1,4,1149.192972,FALSE,TRUE,5.3
4,25,0.25,1,3,850.5111881,FALSE,TRUE,5.3
5,25,0.25,1,3,852.113139,FALSE,TRUE,5.3
6,25,0.25,1,4,1126.029359,FALSE,TRUE,5.3
7,25,0.25,1,3,875.5989325,FALSE,TRUE,5.3
8,25,0.25,1,4,1128.626017,FALSE,TRUE,5.3
9,25,0.25,1,3,874.2339747,FALSE,TRUE,5.3
10,25,0.25,1,3,877.2837672,FALSE,TRUE,5.3
11,25,0.25,1,3,852.415849,FALSE,TRUE,5.3
12,25,0.25,1,3,819.0306529,FALSE,TRUE,5.3
13,25,0.25,1,3,850.8364058,FALSE,TRUE,5.3
14,25,0.25,1,3,884.8233042,FALSE,TRUE,5.3
15,25,0.25,1,3,878.0997508,FALSE,TRUE,5.3
16,25,0.25,1,3,873.6768402,FALSE,TRUE,5.3
17,25,0.25,1,3,889.0829918,FALSE,TRUE,5.3
18,25,0.25,1,3,879.2594914,FALSE,TRUE,5.3
19,25,0.25,1,4,1148.69127,FALSE,TRUE,5.3
0,25,0.25,1,4,1248.302156,FALSE,TRUE,5.5
1,25,0.25,1,3,922.2821186,FALSE,TRUE,5.5
2,25,0.25,1,4,1254.813037,FALSE,TRUE,5.5
3,25,0.25,1,3,928.0597518,FALSE,TRUE,5.5
4,25,0.25,1,3,919.6140782,FALSE,TRUE,5.5
5,25,0.25,1,3,944.5389709,FALSE,TRUE,5.5
6,25,0.25,1,3,937.2322636,FALSE,TRUE,5.5
7,25,0.25,1,3,933.6666691,FALSE,TRUE,5.5
8,25,0.25,1,3,892.5144386,FALSE,TRUE,5.5
9,25,0.25,1,3,936.6580318,FALSE,TRUE,5.5
10,25,0.25,1,3,953.0304129,FALSE,TRUE,5.5
11,25,0.25,1,3,919.2563931,FALSE,TRUE,5.5
12,25,0.25,1,3,905.8510431,FALSE,TRUE,5.5
13,25,0.25,1,3,922.3865612,FALSE,TRUE,5.5
14,25,0.25,1,3,958.7170026,FALSE,TRUE,5.5
15,25,0.25,1,3,931.8461464,FALSE,TRUE,5.5
16,25,0.25,1,3,939.1026896,FALSE,TRUE,5.5
17,25,0.25,1,3,907.647328,FALSE,TRUE,5.5
18,25,0.25,1,3,938.8456471,FALSE,TRUE,5.5
19,25,0.25,1,3,899.0488688,FALSE,TRUE,5.5
0,25,0.25,1,3,1037.714393,FALSE,TRUE,5.7
1,25,0.25,1,3,969.7424284,FALSE,TRUE,5.7
2,25,0.25,1,4,1354.997134,FALSE,TRUE,5.7
3,25,0.25,1,4,1317.456351,FALSE,TRUE,5.7
4,25,0.25,1,3,997.9265762,FALSE,TRUE,5.7
5,25,0.25,1,3,980.9581054,FALSE,TRUE,5.7
6,25,0.25,1,3,1009.599497,FALSE,TRUE,5.7
7,25,0.25,1,3,996.0414376,FALSE,TRUE,5.7
8,25,0.25,1,3,975.5936662,FALSE,TRUE,5.7
9,25,0.25,1,3,1015.820574,FALSE,TRUE,5.7
10,25,0.25,1,3,1010.127115,FALSE,TRUE,5.7
11,25,0.25,1,3,983.0287796,FALSE,TRUE,5.7
12,25,0.25,1,3,962.2354181,FALSE,TRUE,5.7
13,25,0.25,1,3,989.9513447,FALSE,TRUE,5.7
14,25,0.25,1,3,1018.966812,FALSE,TRUE,5.7
15,25,0.25,1,3,1005.512935,FALSE,TRUE,5.7
16,25,0.25,1,3,1028.248084,FALSE,TRUE,5.7
17,25,0.25,1,3,1014.454087,FALSE,TRUE,5.7
18,25,0.25,1,3,999.94222,FALSE,TRUE,5.7
19,25,0.25,1,3,976.6706085,FALSE,TRUE,5.7
0,25,0.25,1,3,1113.060817,FALSE,TRUE,5.9
1,25,0.25,1,3,1070.379157,FALSE,TRUE,5.9
2,25,0.25,1,4,1441.573263,FALSE,TRUE,5.9
3,25,0.25,1,3,1065.294472,FALSE,TRUE,5.9
4,25,0.25,1,3,1064.580279,FALSE,TRUE,5.9
5,25,0.25,1,3,1055.874913,FALSE,TRUE,5.9
6,25,0.25,1,3,1065.142385,FALSE,TRUE,5.9
7,25,0.25,1,3,1070.052768,FALSE,TRUE,5.9
8,25,0.25,1,3,1038.890795,FALSE,TRUE,5.9
9,25,0.25,1,3,1086.253788,FALSE,TRUE,5.9
10,25,0.25,1,3,1082.435169,FALSE,TRUE,5.9
11,25,0.25,1,3,1077.715052,FALSE,TRUE,5.9
12,25,0.25,1,3,1061.571965,FALSE,TRUE,5.9
13,25,0.25,1,3,1079.413001,FALSE,TRUE,5.9
14,25,0.25,1,3,1097.651794,FALSE,TRUE,5.9
15,25,0.25,1,3,1067.854935,FALSE,TRUE,5.9
16,25,0.25,1,3,1109.949699,FALSE,TRUE,5.9
17,25,0.25,1,3,1104.06578,FALSE,TRUE,5.9
18,25,0.25,1,3,1068.079381,FALSE,TRUE,5.9
19,25,0.25,1,3,1079.769691,FALSE,TRUE,5.9
0,25,0.25,1,3,1202.709559,FALSE,TRUE,6.1
1,25,0.25,1,3,1140.613014,FALSE,TRUE,6.1
2,25,0.25,1,3,1149.845064,FALSE,TRUE,6.1
3,25,0.25,1,3,1160.066238,FALSE,TRUE,6.1
4,25,0.25,1,3,1133.521183,FALSE,TRUE,6.1
5,25,0.25,1,3,1158.323979,FALSE,TRUE,6.1
6,25,0.25,1,3,1161.142168,FALSE,TRUE,6.1
7,25,0.25,1,3,1130.838759,FALSE,TRUE,6.1
8,25,0.25,1,3,1123.362551,FALSE,TRUE,6.1
9,25,0.25,1,3,1149.550719,FALSE,TRUE,6.1
10,25,0.25,1,3,1159.888982,FALSE,TRUE,6.1
11,25,0.25,1,3,1156.820475,FALSE,TRUE,6.1
12,25,0.25,1,3,1135.000097,FALSE,TRUE,6.1
13,25,0.25,1,3,1121.260102,FALSE,TRUE,6.1
14,25,0.25,1,3,1183.345226,FALSE,TRUE,6.1
15,25,0.25,1,3,1155.602788,FALSE,TRUE,6.1
16,25,0.25,1,3,1171.39384,FALSE,TRUE,6.1
17,25,0.25,1,3,1168.288476,FALSE,TRUE,6.1
18,25,0.25,1,3,1130.927832,FALSE,TRUE,6.1
19,25,0.25,1,3,1125.69561,FALSE,TRUE,6.1
0,25,0.25,1,3,1283.443634,FALSE,TRUE,6.3
1,25,0.25,1,3,1213.779557,FALSE,TRUE,6.3
2,25,0.25,1,3,1205.090487,FALSE,TRUE,6.3
3,25,0.25,1,3,1199.896621,FALSE,TRUE,6.3
4,25,0.25,1,3,1194.169744,FALSE,TRUE,6.3
5,25,0.25,1,3,1216.605735,FALSE,TRUE,6.3
6,25,0.25,1,3,1241.541572,FALSE,TRUE,6.3
7,25,0.25,1,3,1212.538565,FALSE,TRUE,6.3
8,25,0.25,1,3,1173.575084,FALSE,TRUE,6.3
9,25,0.25,1,3,1215.250004,FALSE,TRUE,6.3
10,25,0.25,1,3,1242.445048,FALSE,TRUE,6.3
11,25,0.25,1,3,1233.933394,FALSE,TRUE,6.3
12,25,0.25,1,3,1227.370287,FALSE,TRUE,6.3
13,25,0.25,1,3,1250.961842,FALSE,TRUE,6.3
14,25,0.25,1,3,1271.633587,FALSE,TRUE,6.3
15,25,0.25,1,3,1232.611294,FALSE,TRUE,6.3
16,25,0.25,1,3,1277.309161,FALSE,TRUE,6.3
17,25,0.25,1,3,1231.005605,FALSE,TRUE,6.3
18,25,0.25,1,3,1224.376883,FALSE,TRUE,6.3
19,25,0.25,1,3,1208.376355,FALSE,TRUE,6.3
0,25,0.25,1,3,1357.612946,FALSE,TRUE,6.5
1,25,0.25,1,3,1283.653593,FALSE,TRUE,6.5
2,25,0.25,1,3,1285.710862,FALSE,TRUE,6.5
3,25,0.25,1,3,1285.504287,FALSE,TRUE,6.5
4,25,0.25,1,3,1298.024903,FALSE,TRUE,6.5
5,25,0.25,1,3,1305.109459,FALSE,TRUE,6.5
6,25,0.25,1,3,1316.688799,FALSE,TRUE,6.5
7,25,0.25,1,3,1300.190089,FALSE,TRUE,6.5
8,25,0.25,1,3,1266.443535,FALSE,TRUE,6.5
9,25,0.25,1,3,1293.305079,FALSE,TRUE,6.5
10,25,0.25,1,3,1340.797112,FALSE,TRUE,6.5
11,25,0.25,1,3,1315.816409,FALSE,TRUE,6.5
12,25,0.25,1,3,1293.434779,FALSE,TRUE,6.5
13,25,0.25,1,3,1305.627941,FALSE,TRUE,6.5
14,25,0.25,1,3,1326.50049,FALSE,TRUE,6.5
15,25,0.25,1,3,1328.518289,FALSE,TRUE,6.5
16,25,0.25,1,3,1353.400862,FALSE,TRUE,6.5
17,25,0.25,1,3,1321.511191,FALSE,TRUE,6.5
18,25,0.25,1,3,1294.751387,FALSE,TRUE,6.5
19,25,0.25,1,3,1270.82444,FALSE,TRUE,6.5
0,25,0.25,1,3,1444.468307,FALSE,TRUE,6.7
1,25,0.25,1,3,1365.464185,FALSE,TRUE,6.7
2,25,0.25,1,3,1389.219044,FALSE,TRUE,6.7
3,25,0.25,1,3,1413.384803,FALSE,TRUE,6.7
4,25,0.25,1,3,1373.247915,FALSE,TRUE,6.7
5,25,0.25,1,3,1414.071856,FALSE,TRUE,6.7
6,25,0.25,1,3,1353.928963,FALSE,TRUE,6.7
7,25,0.25,1,3,1344.688889,FALSE,TRUE,6.7
8,25,0.25,1,3,1372.55771,FALSE,TRUE,6.7
9,25,0.25,1,3,1379.366499,FALSE,TRUE,6.7
10,25,0.25,1,3,1431.169006,FALSE,TRUE,6.7
11,25,0.25,1,3,1423.664323,FALSE,TRUE,6.7
12,25,0.25,1,3,1352.57654,FALSE,TRUE,6.7
13,25,0.25,1,3,1393.404154,FALSE,TRUE,6.7
14,25,0.25,1,3,1406.203906,FALSE,TRUE,6.7
15,25,0.25,1,3,1384.927401,FALSE,TRUE,6.7
16,25,0.25,1,3,1445.473838,FALSE,TRUE,6.7
17,25,0.25,1,3,1386.894956,FALSE,TRUE,6.7
18,25,0.25,1,3,1396.270784,FALSE,TRUE,6.7
19,25,0.25,1,3,1403.653037,FALSE,TRUE,6.7
0,25,0.25,1,3,1501.372287,FALSE,TRUE,6.9
1,25,0.25,1,2,1018.507019,FALSE,TRUE,6.9
2,25,0.25,1,3,1441.757221,FALSE,TRUE,6.9
3,25,0.25,1,3,1513.107553,FALSE,TRUE,6.9
4,25,0.25,1,3,1463.68553,FALSE,TRUE,6.9
5,25,0.25,1,3,1477.123882,FALSE,TRUE,6.9
6,25,0.25,1,3,1450.502276,FALSE,TRUE,6.9
7,25,0.25,1,3,1452.041555,FALSE,TRUE,6.9
8,25,0.25,1,3,1446.098933,FALSE,TRUE,6.9
9,25,0.25,1,3,1473.187362,FALSE,TRUE,6.9
10,25,0.25,1,3,1515.215147,FALSE,TRUE,6.9
11,25,0.25,1,3,1515.497565,FALSE,TRUE,6.9
12,25,0.25,1,3,1465.490296,FALSE,TRUE,6.9
13,25,0.25,1,3,1457.737662,FALSE,TRUE,6.9
14,25,0.25,1,3,1499.023845,FALSE,TRUE,6.9
15,25,0.25,1,3,1478.130661,FALSE,TRUE,6.9
16,25,0.25,1,3,1491.335854,FALSE,TRUE,6.9
17,25,0.25,1,3,1477.430895,FALSE,TRUE,6.9
18,25,0.25,1,3,1476.139968,FALSE,TRUE,6.9
19,25,0.25,1,3,1469.794731,FALSE,TRUE,6.9
0,25,0.25,1,3,1537.354497,FALSE,TRUE,7.1
1,25,0.25,1,2,1070.701889,FALSE,TRUE,7.1
2,25,0.25,1,3,1543.801825,FALSE,TRUE,7.1
3,25,0.25,1,3,1612.546208,FALSE,TRUE,7.1
4,25,0.25,1,3,1551.559844,FALSE,TRUE,7.1
5,25,0.25,1,3,1547.021889,FALSE,TRUE,7.1
6,25,0.25,1,3,1526.993931,FALSE,TRUE,7.1
7,25,0.25,1,3,1551.033172,FALSE,TRUE,7.1
8,25,0.25,1,3,1538.2052,FALSE,TRUE,7.1
9,25,0.25,1,3,1551.31186,FALSE,TRUE,7.1
10,25,0.25,1,3,1598.731851,FALSE,TRUE,7.1
11,25,0.25,1,3,1542.788335,FALSE,TRUE,7.1
12,25,0.25,1,3,1560.901804,FALSE,TRUE,7.1
13,25,0.25,1,3,1576.115365,FALSE,TRUE,7.1
14,25,0.25,1,3,1608.169105,FALSE,TRUE,7.1
15,25,0.25,1,3,1542.26733,FALSE,TRUE,7.1
16,25,0.25,1,3,1564.731427,FALSE,TRUE,7.1
17,25,0.25,1,3,1586.01243,FALSE,TRUE,7.1
18,25,0.25,1,3,1591.639535,FALSE,TRUE,7.1
19,25,0.25,1,3,1522.063504,FALSE,TRUE,7.1
0,25,0.25,1,3,1650.799378,FALSE,TRUE,7.3
1,25,0.25,1,2,1119.161117,FALSE,TRUE,7.3
2,25,0.25,1,3,1659.435846,FALSE,TRUE,7.3
3,25,0.25,1,3,1661.973999,FALSE,TRUE,7.3
4,25,0.25,1,3,1648.799485,FALSE,TRUE,7.3
5,25,0.25,1,3,1646.447709,FALSE,TRUE,7.3
6,25,0.25,1,3,1618.285872,FALSE,TRUE,7.3
7,25,0.25,1,3,1605.323023,FALSE,TRUE,7.3
8,25,0.25,1,3,1665.250968,FALSE,TRUE,7.3
9,25,0.25,1,3,1647.157893,FALSE,TRUE,7.3
10,25,0.25,1,3,1697.789436,FALSE,TRUE,7.3
11,25,0.25,1,3,1664.015325,FALSE,TRUE,7.3
12,25,0.25,1,3,1641.035516,FALSE,TRUE,7.3
13,25,0.25,1,3,1650.31881,FALSE,TRUE,7.3
14,25,0.25,1,3,1662.727716,FALSE,TRUE,7.3
15,25,0.25,1,3,1647.84349,FALSE,TRUE,7.3
16,25,0.25,1,3,1690.077419,FALSE,TRUE,7.3
17,25,0.25,1,3,1665.390953,FALSE,TRUE,7.3
18,25,0.25,1,3,1656.729531,FALSE,TRUE,7.3
19,25,0.25,1,3,1629.318619,FALSE,TRUE,7.3
