seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged
4,2,1,4.8,112,7.491347148,TRUE,TRUE
5,2,1,0.2,49,5.737772938,TRUE,TRUE
5,2,1,0.4,46,5.172719561,TRUE,TRUE
5,2,1,0.6,80,12.21388956,TRUE,TRUE
5,2,1,0.8,74,11.02604211,TRUE,TRUE
5,2,1,1,63,8.738086959,TRUE,TRUE
5,2,1,1.2,66,9.344725984,TRUE,TRUE
5,2,1,1.4,67,9.566874052,TRUE,TRUE
5,2,1,1.6,39,3.619374425,TRUE,TRUE
5,2,1,1.8,81,7.950520349,TRUE,TRUE
5,2,1,2,63,8.729856736,TRUE,TRUE
5,2,1,2.2,33,1.269857299,TRUE,TRUE
5,2,1,2.4,68,8.995264919,TRUE,TRUE
5,2,1,2.6,44,2.05411704,TRUE,TRUE
5,2,1,2.8,89,10.68867251,TRUE,TRUE
5,2,1,3,85,8.761641877,TRUE,TRUE
5,2,1,3.2,98,10.55562798,TRUE,TRUE
5,2,1,3.4,101,10.32456601,TRUE,TRUE
5,2,1,3.6,101,9.565274144,TRUE,TRUE
5,2,1,3.8,111,10.75455379,TRUE,TRUE
5,2,1,4,120,12.05390761,TRUE,TRUE
5,2,1,4.2,101,7.178058956,TRUE,TRUE
5,2,1,4.4,69,1.903923992,TRUE,TRUE
5,2,1,4.6,92,4.328751458,TRUE,TRUE
5,2,1,4.8,124,10.06121573,TRUE,TRUE
6,2,1,0.2,44,4.720686953,TRUE,TRUE
6,2,1,0.4,78,11.79517961,TRUE,TRUE
6,2,1,0.6,60,8.040800025,TRUE,TRUE
6,2,1,0.8,56,7.197018476,TRUE,TRUE
6,2,1,1,39,3.718790808,TRUE,TRUE
6,2,1,1.2,100,12.33647404,TRUE,TRUE
6,2,1,1.4,75,11.21018635,TRUE,TRUE
6,2,1,1.6,1,0,TRUE,TRUE
6,2,1,1.8,90,9.826407915,TRUE,TRUE
6,2,1,2,49,5.670183137,TRUE,TRUE
6,2,1,2.2,55,6.798033468,TRUE,TRUE
6,2,1,2.4,75,10.33486995,TRUE,TRUE
6,2,1,2.6,43,1.900834513,TRUE,TRUE
6,2,1,2.8,82,9.18320519,TRUE,TRUE
6,2,1,3,62,3.885257326,TRUE,TRUE
6,2,1,3.2,81,6.848837978,TRUE,TRUE
6,2,1,3.4,91,8.252590284,TRUE,TRUE
6,2,1,3.6,71,3.502732937,TRUE,TRUE
6,2,1,3.8,89,6.220363592,TRUE,TRUE
6,2,1,4,102,8.155062691,TRUE,TRUE
6,2,1,4.2,123,11.84209173,TRUE,TRUE
6,2,1,4.4,131,12.94559977,TRUE,TRUE
6,2,1,4.6,89,3.915474445,TRUE,TRUE
6,2,1,4.8,117,8.57910225,TRUE,TRUE
7,2,1,0.2,78,11.84780049,TRUE,TRUE
7,2,1,0.4,51,6.193384023,TRUE,TRUE
7,2,1,0.6,23,1.05147998,TRUE,TRUE
7,2,1,0.8,28,1.810024077,TRUE,TRUE
7,2,1,1,68,9.819798025,TRUE,TRUE
7,2,1,1.2,86,9.398399089,TRUE,TRUE
7,2,1,1.4,59,7.925680784,TRUE,TRUE
7,2,1,1.6,76,11.362607,TRUE,TRUE
7,2,1,1.8,69,9.900154109,TRUE,TRUE
7,2,1,2,39,3.167298076,TRUE,TRUE
7,2,1,2.2,52,6.104677629,TRUE,TRUE
7,2,1,2.4,49,4.865568941,TRUE,TRUE
7,2,1,2.6,60,5.961549775,TRUE,TRUE
7,2,1,2.8,74,7.390839427,TRUE,TRUE
7,2,1,3,90,9.713322581,TRUE,TRUE
7,2,1,3.2,108,12.64606574,TRUE,TRUE
7,2,1,3.4,77,5.148483096,TRUE,TRUE
7,2,1,3.6,96,8.344171013,TRUE,TRUE
7,2,1,3.8,116,11.79545457,TRUE,TRUE
7,2,1,4,107,9.234794007,TRUE,TRUE
7,2,1,4.2,44,0.595633278,TRUE,TRUE
7,2,1,4.4,118,10.11671464,TRUE,TRUE
7,2,1,4.6,98,5.378381666,TRUE,TRUE
