seed,robot count,iteration_interval,spring_constant,damping_coefficient,iteration,connectivity,converged,moved_distance,sum_consumed_energy,max_consumed_energy
0,32,0.1,0.3,0.1,7893,TRUE,TRUE,5103.466552,26038.42032,917.3462344
0,32,0.1,0.3,0.15,4605,TRUE,TRUE,4239.899826,18535.26271,667.4563514
0,32,0.1,0.3,0.2,3025,TRUE,TRUE,3889.28223,15018.03463,531.5936994
0,32,0.1,0.3,0.25,2898,TRUE,TRUE,3579.990473,14229.50172,479.905739
0,32,0.1,0.3,0.3,2720,TRUE,TRUE,3554.677018,13807.60442,466.0754234
0,32,0.1,0.3,0.35,2464,TRUE,TRUE,3576.443523,13444.13091,449.8123506
0,32,0.1,0.3,0.4,2146,TRUE,TRUE,3394.667081,12515.02533,411.066896
0,32,0.1,0.3,0.45,2218,TRUE,TRUE,3417.596675,12622.55987,421.1261508
0,32,0.1,0.3,0.5,2882,TRUE,TRUE,3323.290858,13594.63502,456.7611223
0,32,0.1,0.3,0.55,2079,TRUE,TRUE,3448.517824,12602.9294,417.1540194
0,32,0.1,0.3,0.6,1849,TRUE,TRUE,3340.089296,11990.36739,399.7156289
0,32,0.1,0.3,0.65,2119,TRUE,TRUE,3283.992081,12227.5542,401.751982
0,32,0.1,0.3,0.7,1698,TRUE,TRUE,3244.251225,11525.74603,392.3044116
0,32,0.1,0.3,0.75,1909,TRUE,TRUE,3319.402914,12023.47406,404.8092968
0,32,0.1,0.3,0.8,2371,TRUE,TRUE,3266.063346,12768.95689,440.4872843
0,32,0.1,0.3,0.85,2198,TRUE,TRUE,3358.080603,12554.4739,431.8352587
0,32,0.1,0.3,0.9,1938,TRUE,TRUE,3170.842906,11782.58926,395.8448854
0,32,0.1,0.3,0.95,2128,TRUE,TRUE,3185.158141,12142.39795,399.3518426
0,32,0.1,0.3,1,2313,TRUE,TRUE,3219.50226,12516.58141,420.425715
0,32,0.1,0.3,1.05,1749,TRUE,TRUE,3131.053362,11413.86949,380.0565006
0,32,0.1,0.3,1.1,1772,TRUE,TRUE,3144.84182,11453.08103,389.5118308
0,32,0.1,0.3,1.15,2015,TRUE,TRUE,3041.327881,11651.85623,409.3643827
0,32,0.1,0.3,1.2,2784,TRUE,TRUE,3253.366896,13383.49296,465.2059362
0,32,0.1,0.3,1.25,2670,TRUE,TRUE,3212.04659,13041.68231,443.9252448
0,32,0.1,0.3,1.3,2199,TRUE,TRUE,3118.527751,12124.06589,411.1633823
0,32,0.1,0.3,1.35,2719,TRUE,TRUE,3203.472285,13213.86603,450.8173839
0,32,0.1,0.3,1.4,2348,TRUE,TRUE,3159.142508,12535.57941,426.8119429
0,32,0.1,0.3,1.45,2961,TRUE,TRUE,3238.569354,13750.84322,473.4307639
0,32,0.1,0.3,1.5,2616,TRUE,TRUE,3172.638066,13033.16662,443.5676848
0,32,0.1,0.3,1.55,2498,TRUE,TRUE,3155.007463,12734.97113,437.3059171
0,32,0.1,0.3,1.6,2887,TRUE,TRUE,3253.788536,13615.8761,471.3412241
0,32,0.1,0.3,1.65,2455,TRUE,TRUE,3053.583226,12512.3097,418.6980733
0,32,0.1,0.3,1.7,2202,TRUE,TRUE,2965.567607,11850.71454,401.07908
0,32,0.1,0.3,1.75,2453,TRUE,TRUE,3049.053248,12505.35933,428.5102571
0,32,0.1,0.3,1.8,3328,TRUE,TRUE,3183.941973,14151.97964,497.0059414
0,32,0.1,0.3,1.85,2983,TRUE,TRUE,3172.682145,13590.31478,474.3185032
0,32,0.1,0.3,1.9,3395,TRUE,TRUE,3139.366123,14189.47353,484.944587
0,32,0.1,0.3,1.95,2824,TRUE,TRUE,3161.232354,13291.14192,461.6239492
0,32,0.1,0.3,2,2512,TRUE,TRUE,3028.620233,12523.73107,447.3065095
0,32,0.1,0.3,2.05,3553,TRUE,TRUE,3242.585464,14553.23132,541.0276387
0,32,0.1,0.3,2.1,3128,TRUE,TRUE,3130.856115,13725.11657,467.5148962
0,32,0.1,0.3,2.15,3453,TRUE,TRUE,3185.019698,14452.10814,514.939944
0,32,0.1,0.3,2.2,3810,TRUE,TRUE,3174.621955,14840.43748,539.2629705
0,32,0.1,0.3,2.25,4560,TRUE,TRUE,3306.239934,16506.98277,587.4550892
0,32,0.1,0.3,2.3,2932,TRUE,TRUE,2951.245828,13039.59585,468.6393574
0,32,0.1,0.3,2.35,3963,TRUE,TRUE,3215.750088,15256.36386,539.3298639
0,32,0.1,0.3,2.4,3697,TRUE,TRUE,3168.093294,14821.86197,517.4843197
0,32,0.1,0.3,2.45,3738,TRUE,TRUE,3184.003058,14987.06046,506.7711127
0,32,0.1,0.3,2.5,3075,TRUE,TRUE,3114.307993,13605.24066,492.9140353
0,32,0.1,0.3,2.55,3247,TRUE,TRUE,2983.343356,13726.9331,469.2607854
0,32,0.1,0.3,2.6,3912,TRUE,TRUE,3070.790312,14991.38905,531.0877923
0,32,0.1,0.3,2.65,3425,TRUE,TRUE,3138.172843,14412.66701,505.6085491
0,32,0.1,0.3,2.7,3261,TRUE,TRUE,3058.817798,13911.50594,504.4905482
0,32,0.1,0.3,2.75,3941,TRUE,TRUE,3059.96521,14904.73121,540.2388169
0,32,0.1,0.3,2.8,3338,TRUE,TRUE,3094.871938,14016.06766,493.4241179
0,32,0.1,0.3,2.85,3418,TRUE,TRUE,2991.874166,13987.92538,519.2226138
0,32,0.1,0.3,2.9,3440,TRUE,TRUE,3092.326288,14348.10714,494.4417498
0,32,0.1,0.3,2.95,2999,TRUE,TRUE,2976.363424,13353.35828,444.3822761
0,32,0.1,0.3,3,3416,TRUE,TRUE,2983.102144,14106.97799,478.4158127
0,32,0.1,0.3,3.05,3603,TRUE,TRUE,3004.141208,14295.29621,494.9808558
0,32,0.1,0.3,3.1,3850,TRUE,TRUE,2977.56114,14679.77814,523.953409
0,32,0.1,0.3,3.15,3489,TRUE,TRUE,3036.839523,14202.88649,506.2548053
0,32,0.1,0.3,3.2,6183,TRUE,TRUE,3357.678959,19405.82778,679.1771319
0,32,0.1,0.3,3.25,4151,TRUE,TRUE,3160.916447,15570.6031,551.537725
0,32,0.1,0.3,3.3,4917,TRUE,TRUE,3053.158701,16502.87591,599.5416235
0,32,0.1,0.3,3.35,4386,TRUE,TRUE,3196.0609,16161.16697,545.9339224
0,32,0.1,0.3,3.4,4714,TRUE,TRUE,3159.268482,16522.23977,588.6207084
0,32,0.1,0.3,3.45,3323,TRUE,TRUE,2962.794163,13816.61536,488.516837
0,32,0.1,0.3,3.5,5837,TRUE,TRUE,3237.561105,18473.63851,679.294242
0,32,0.1,0.3,3.55,3631,TRUE,TRUE,2947.144516,14348.93376,497.0262196
0,32,0.1,0.3,3.6,3965,TRUE,TRUE,3022.626148,15093.89827,524.4652204
0,32,0.1,0.3,3.65,5218,TRUE,TRUE,3107.977435,17501.72947,661.3842031
0,32,0.1,0.3,3.7,5345,TRUE,TRUE,3128.799354,17693.1318,697.7595282
0,32,0.1,0.3,3.75,4060,TRUE,TRUE,2981.943452,15096.63079,537.8360399
0,32,0.1,0.3,3.8,4607,TRUE,TRUE,3109.409661,16142.93414,587.6643254
0,32,0.1,0.3,3.85,4410,TRUE,TRUE,3044.941713,15912.75332,556.839496
0,32,0.1,0.3,3.9,4484,TRUE,TRUE,3083.850445,16260.7502,552.2149939
0,32,0.1,0.3,3.95,5606,TRUE,TRUE,3040.882343,17726.45566,629.4171653
0,32,0.1,0.3,4,5013,TRUE,TRUE,3105.26972,17026.24785,597.7407675
0,32,0.1,0.3,4.05,4411,TRUE,TRUE,2963.979023,15617.75456,553.1628049
0,32,0.1,0.3,4.1,5043,TRUE,TRUE,3094.426539,17067.03317,600.5017023
0,32,0.1,0.3,4.15,4455,TRUE,TRUE,3012.208438,15977.12808,574.6672025
0,32,0.1,0.3,4.2,4304,TRUE,TRUE,3006.87565,15642.3003,534.7554302
0,32,0.1,0.3,4.25,3368,TRUE,TRUE,2921.431428,13877.8492,471.9614704
0,32,0.1,0.3,4.3,5524,TRUE,TRUE,3051.408005,17825.10302,649.9944689
0,32,0.1,0.3,4.35,5670,TRUE,TRUE,3063.513279,18087.38953,635.9172544
0,32,0.1,0.3,4.4,5315,TRUE,TRUE,3053.759963,17414.72423,620.3318238
0,32,0.1,0.3,4.45,5495,TRUE,TRUE,3102.290222,17887.23088,663.8913991
0,32,0.1,0.3,4.5,4897,TRUE,TRUE,3000.955208,16668.96444,595.5824237
0,32,0.1,0.3,4.55,4153,TRUE,TRUE,2960.614587,15235.38322,561.2321087
0,32,0.1,0.3,4.6,5616,TRUE,TRUE,3084.801715,17678.69822,647.0518298
0,32,0.1,0.3,4.65,6508,TRUE,TRUE,3095.054002,19611.54683,690.1289141
0,32,0.1,0.3,4.7,4582,TRUE,TRUE,3015.806114,16136.64381,568.5493062
0,32,0.1,0.3,4.75,4473,TRUE,TRUE,2961.292946,15885.70105,558.4516279
0,32,0.1,0.3,4.8,7398,TRUE,TRUE,3210.40658,20858.22884,765.1809677
0,32,0.1,0.3,4.85,4918,TRUE,TRUE,2933.523373,16578.18103,598.2268953
0,32,0.1,0.3,4.9,6504,TRUE,TRUE,3001.032422,19245.74619,751.2119665
0,32,0.1,0.3,4.95,5333,TRUE,TRUE,3086.102619,17527.65163,620.104167
0,32,0.1,0.3,5,5526,TRUE,TRUE,3074.967716,17849.55204,686.1860622
1,32,0.1,0.3,0.1,6504,TRUE,TRUE,4420.504165,22149.9596,775.0186848
1,32,0.1,0.3,0.15,4392,TRUE,TRUE,4077.040375,17828.7031,618.95798
1,32,0.1,0.3,0.2,3670,TRUE,TRUE,3846.741418,16158.45389,551.5616082
1,32,0.1,0.3,0.25,3008,TRUE,TRUE,3636.600673,14527.00225,495.1444486
1,32,0.1,0.3,0.3,2561,TRUE,TRUE,3501.901366,13472.22562,459.895848
1,32,0.1,0.3,0.35,2530,TRUE,TRUE,3724.21029,13983.99928,464.6027977
1,32,0.1,0.3,0.4,2090,TRUE,TRUE,3241.938722,12251.0971,413.9849782
1,32,0.1,0.3,0.45,2334,TRUE,TRUE,3529.338269,13176.73631,449.532448
1,32,0.1,0.3,0.5,1808,TRUE,TRUE,3286.389789,11827.20226,401.2816711
1,32,0.1,0.3,0.55,1805,TRUE,TRUE,3315.314303,11825.04201,397.859893
1,32,0.1,0.3,0.6,1893,TRUE,TRUE,3316.007425,11999.1555,396.3342161
1,32,0.1,0.3,0.65,1886,TRUE,TRUE,3357.420845,12061.01008,404.3723528
1,32,0.1,0.3,0.7,1730,TRUE,TRUE,3307.889542,11669.67588,391.090734
1,32,0.1,0.3,0.75,1746,TRUE,TRUE,3212.955524,11509.79486,385.2564832
1,32,0.1,0.3,0.8,2165,TRUE,TRUE,3218.714186,12219.34289,415.2313651
1,32,0.1,0.3,0.85,1859,TRUE,TRUE,3155.193418,11661.98217,391.7914967
1,32,0.1,0.3,0.9,3465,TRUE,TRUE,3150.074219,14211.02924,506.6261401
1,32,0.1,0.3,0.95,2437,TRUE,TRUE,3195.762916,12676.70092,460.8543831
1,32,0.1,0.3,1,1920,TRUE,TRUE,3084.434161,11569.51868,395.0233749
1,32,0.1,0.3,1.05,2157,TRUE,TRUE,3181.032201,12348.91786,422.3482339
1,32,0.1,0.3,1.1,2793,TRUE,TRUE,3252.608392,13283.01287,462.3354412
1,32,0.1,0.3,1.15,2132,TRUE,TRUE,3229.059669,12219.1523,407.227924
1,32,0.1,0.3,1.2,2136,TRUE,TRUE,3110.90661,12059.01562,409.487296
1,32,0.1,0.3,1.25,2172,TRUE,TRUE,3171.910637,12172.01504,408.1442836
1,32,0.1,0.3,1.3,2196,TRUE,TRUE,3085.328485,12116.03749,413.632001
1,32,0.1,0.3,1.35,2774,TRUE,TRUE,3246.783462,13364.74924,461.6617648
1,32,0.1,0.3,1.4,2485,TRUE,TRUE,3077.304416,12493.38987,423.8445571
1,32,0.1,0.3,1.45,2489,TRUE,TRUE,3055.221066,12481.50414,417.0493589
1,32,0.1,0.3,1.5,2589,TRUE,TRUE,3134.625395,12802.16026,429.9402121
1,32,0.1,0.3,1.55,2751,TRUE,TRUE,3057.688658,12891.52918,431.5523847
1,32,0.1,0.3,1.6,5364,TRUE,TRUE,3248.301763,17602.83529,635.0440704
1,32,0.1,0.3,1.65,2831,TRUE,TRUE,3172.868135,13191.69936,449.6654372
1,32,0.1,0.3,1.7,3250,TRUE,TRUE,3271.555903,14173.6663,492.1203804
1,32,0.1,0.3,1.75,2497,TRUE,TRUE,3141.21884,12665.1418,435.4899398
1,32,0.1,0.3,1.8,3083,TRUE,TRUE,3253.41448,14027.58623,484.1307514
