seed,robot_count,spring_constant,damping_coefficient,iteration,moved_distance,connectivity,converged
0,2,0.5,0.2,66,8.972403180499999,true,true
0,2,0.5,0.4,66,8.968097933500001,true,true
0,2,0.5,0.6,63,7.8517604457,true,true
0,2,0.5,0.8,60,7.64407405905,true,true
0,2,0.5,1.0,54,6.556506438899999,true,true
0,2,0.5,1.2,59,7.8376870669,true,true
0,2,0.5,1.4,65,7.71331722595,true,true
0,2,0.5,1.6,61,6.3408212395,true,true
0,2,0.5,1.8,75,7.4625347059,true,true
0,2,0.5,2.0,71,5.36553936085,true,true
0,2,0.5,2.2,86,5.7068943006,true,true
0,2,0.5,2.4,86,6.13275464035,true,true
0,2,0.5,2.6,103,6.817987248250001,true,true
0,2,0.5,2.8,114,6.95062469555,true,true
0,2,0.5,3.0,114,6.555377332549999,true,true
0,2,0.5,3.2,119,6.78433828485,true,true
0,2,0.5,3.4,119,6.09869683905,true,true
0,2,0.5,3.6,129,6.189313140049999,true,true
0,2,0.5,3.8,138,6.163002210549999,true,true
0,2,0.5,4.0,151,7.03518279845,true,true
0,2,0.5,4.2,128,5.784374507099999,true,true
0,2,0.5,4.4,162,7.30699482305,true,true
0,2,0.5,4.6,144,5.2174331309,true,true
0,2,0.5,4.8,162,7.381969971849999,true,true
0,4,0.5,0.2,498,67.40864964,true,true
0,4,0.5,0.4,274,46.776494542,true,true
0,4,0.5,0.6,229,38.0775955255,true,true
0,4,0.5,0.8,190,34.81714621100001,true,true
0,4,0.5,1.0,191,33.181070602,true,true
0,4,0.5,1.2,165,29.080567565999992,true,true
0,4,0.5,1.4,170,30.802091635,true,true
0,4,0.5,1.6,170,27.9753738505,true,true
0,4,0.5,1.8,185,27.616595542,true,true
0,4,0.5,2.0,207,29.22786531549999,true,true
0,4,0.5,2.2,204,26.804500944499996,true,true
0,4,0.5,2.4,228,27.703435383000006,true,true
0,4,0.5,2.6,226,25.036477824000002,true,true
0,4,0.5,2.8,249,27.0960089265,true,true
0,4,0.5,3.0,269,28.066864175000006,true,true
0,4,0.5,3.2,265,27.6518665865,true,true
0,4,0.5,3.4,269,26.362040377,true,true
0,4,0.5,3.6,263,25.853069432499996,true,true
0,4,0.5,3.8,286,25.487002982,true,true
0,4,0.5,4.0,267,23.981687069,true,true
0,4,0.5,4.2,314,26.719719329999997,true,true
0,4,0.5,4.4,318,25.453768573,true,true
0,4,0.5,4.6,346,25.787324810999998,true,true
0,4,0.5,4.8,355,27.119798611,true,true
0,16,0.5,0.2,732,444.40998605999994,true,true
0,16,0.5,0.4,483,348.39915178499996,true,true
0,16,0.5,0.6,382,313.9666063199999,true,true
0,16,0.5,0.8,355,290.614967855,true,true
0,16,0.5,1.0,366,289.483689895,true,true
0,16,0.5,1.2,388,285.125485205,true,true
0,16,0.5,1.4,408,276.35979283499995,true,true
0,16,0.5,1.6,446,273.422841295,true,true
0,16,0.5,1.8,425,264.89652197,true,true
0,16,0.5,2.0,453,266.09008714000004,true,true
0,16,0.5,2.2,459,264.90812280500006,true,true
