seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged,iteration_interval
0,32,16,10.6,424,922.8954775,TRUE,TRUE,0.1
0,32,16,10.7,418,880.3462863,TRUE,TRUE,0.1
0,32,16,10.8,461,922.3359829,TRUE,TRUE,0.1
0,32,16,10.9,403,867.7815529,TRUE,TRUE,0.1
0,32,16,11,461,935.1873919,TRUE,TRUE,0.1
0,32,16,11.1,425,897.7439926,TRUE,TRUE,0.1
0,32,16,11.2,545,1007.403386,TRUE,TRUE,0.1
0,32,16,11.3,410,853.5851992,TRUE,TRUE,0.1
0,32,16,11.4,398,861.0711472,TRUE,TRUE,0.1
0,32,16,11.5,470,934.1246789,TRUE,TRUE,0.1
0,32,16,11.6,432,888.7880383,TRUE,TRUE,0.1
0,32,16,11.7,518,886.9287575,TRUE,TRUE,0.1
0,32,16,11.8,481,915.2890174,TRUE,TRUE,0.1
0,32,16,11.9,484,923.8804422,TRUE,TRUE,0.1
0,32,16,12,450,907.3362243,TRUE,TRUE,0.1
0,32,16,12.1,471,927.1479857,TRUE,TRUE,0.1
0,32,16,12.2,414,868.1157228,TRUE,TRUE,0.1
0,32,16,12.3,436,888.2646769,TRUE,TRUE,0.1
0,32,16,12.4,448,922.3998683,TRUE,TRUE,0.1
0,32,16,12.5,440,859.8958586,TRUE,TRUE,0.1
0,32,16,12.6,465,882.7898932,TRUE,TRUE,0.1
0,32,16,12.7,438,880.6253468,TRUE,TRUE,0.1
0,32,16,12.8,428,846.742407,TRUE,TRUE,0.1
0,32,16,12.9,439,858.2255116,TRUE,TRUE,0.1
0,32,16,13,468,885.0131207,TRUE,TRUE,0.1
0,32,16,13.1,488,892.231652,TRUE,TRUE,0.1
0,32,16,13.2,413,875.7445506,TRUE,TRUE,0.1
0,32,16,13.3,453,897.3487529,TRUE,TRUE,0.1
0,32,16,13.4,426,886.7231371,TRUE,TRUE,0.1
0,32,16,13.5,411,851.2995591,TRUE,TRUE,0.1
0,32,16,13.6,445,873.8642715,TRUE,TRUE,0.1
0,32,16,13.7,505,878.0417044,TRUE,TRUE,0.1
0,32,16,13.8,432,827.4527331,TRUE,TRUE,0.1
0,32,16,13.9,421,873.8028383,TRUE,TRUE,0.1
0,32,16,14,408,829.2774461,TRUE,TRUE,0.1
0,32,16,14.1,424,851.7743456,TRUE,TRUE,0.1
0,32,16,14.2,440,868.0138294,TRUE,TRUE,0.1
0,32,16,14.3,446,909.6811451,TRUE,TRUE,0.1
0,32,16,14.4,438,866.8666004,TRUE,TRUE,0.1
0,32,16,14.5,458,924.5045649,TRUE,TRUE,0.1
0,32,16,14.6,427,879.8227276,TRUE,TRUE,0.1
0,32,16,14.7,435,818.6627295,TRUE,TRUE,0.1
0,32,16,14.8,454,881.694193,TRUE,TRUE,0.1
0,32,16,14.9,438,867.9718019,TRUE,TRUE,0.1
0,32,16,15,438,853.0345037,TRUE,TRUE,0.1
0,32,16,15.1,434,873.0007535,TRUE,TRUE,0.1
0,32,16,15.2,429,855.4732436,TRUE,TRUE,0.1
0,32,16,15.3,475,900.5266754,TRUE,TRUE,0.1
0,32,16,15.4,491,916.2446778,TRUE,TRUE,0.1
0,32,16,15.5,448,871.8307739,TRUE,TRUE,0.1
0,32,16,15.6,476,899.8386129,TRUE,TRUE,0.1
0,32,16,15.7,469,868.5952841,TRUE,TRUE,0.1
0,32,16,15.8,435,851.8808015,TRUE,TRUE,0.1
0,32,16,15.9,444,858.7939198,TRUE,TRUE,0.1
0,32,16,16,462,851.8937188,TRUE,TRUE,0.1
0,32,16,16.1,498,889.7559389,TRUE,TRUE,0.1
0,32,16,16.2,490,935.2684075,TRUE,TRUE,0.1
0,32,16,16.3,436,842.5903214,TRUE,TRUE,0.1
0,32,16,16.4,488,939.0399337,TRUE,TRUE,0.1
0,32,16,16.5,441,845.4253147,TRUE,TRUE,0.1
0,32,16,16.6,417,856.3144099,TRUE,TRUE,0.1
0,32,16,16.7,483,893.5235256,TRUE,TRUE,0.1
0,32,16,16.8,430,820.9952191,TRUE,TRUE,0.1
0,32,16,16.9,454,860.9204805,TRUE,TRUE,0.1
0,32,16,17,509,892.0481485,TRUE,TRUE,0.1
0,32,16,17.1,442,875.9615521,TRUE,TRUE,0.1
0,32,16,17.2,517,924.426693,TRUE,TRUE,0.1
0,32,16,17.3,486,854.7150991,TRUE,TRUE,0.1
0,32,16,17.4,433,825.6432924,TRUE,TRUE,0.1
0,32,16,17.5,435,840.5277281,TRUE,TRUE,0.1
0,32,16,17.6,410,819.8976387,TRUE,TRUE,0.1
0,32,16,17.7,465,792.9158803,TRUE,TRUE,0.1
0,32,16,17.8,465,841.9405032,TRUE,TRUE,0.1
0,32,16,17.9,442,855.5523954,TRUE,TRUE,0.1
0,32,16,18,487,870.6733744,TRUE,TRUE,0.1
0,32,16,18.1,485,848.8664435,TRUE,TRUE,0.1
0,32,16,18.2,418,799.2664999,TRUE,TRUE,0.1
0,32,16,18.3,475,848.8582943,TRUE,TRUE,0.1
0,32,16,18.4,480,868.8079441,TRUE,TRUE,0.1
0,32,16,18.5,503,852.4271179,TRUE,TRUE,0.1
0,32,16,18.6,456,818.7584999,TRUE,TRUE,0.1
0,32,16,18.7,475,870.7618219,TRUE,TRUE,0.1
0,32,16,18.8,496,862.4998787,TRUE,TRUE,0.1
0,32,16,18.9,467,861.2675049,TRUE,TRUE,0.1
0,32,16,19,517,898.9524091,TRUE,TRUE,0.1
0,32,16,19.1,458,846.8653217,TRUE,TRUE,0.1
0,32,16,19.2,435,826.1950436,TRUE,TRUE,0.1
0,32,16,19.3,451,806.6120997,TRUE,TRUE,0.1
0,32,16,19.4,473,857.2807325,TRUE,TRUE,0.1
0,32,16,19.5,447,842.7865079,TRUE,TRUE,0.1
0,32,16,19.6,484,847.4460101,TRUE,TRUE,0.1
0,32,16,19.7,463,833.8655237,TRUE,TRUE,0.1
0,32,16,19.8,437,827.1645672,TRUE,TRUE,0.1
0,32,16,19.9,421,844.7750997,TRUE,TRUE,0.1
0,32,16,20,475,853.4725476,TRUE,TRUE,0.1
0,32,16,20.1,514,809.0858891,TRUE,TRUE,0.1
0,32,16,20.2,537,871.8915877,TRUE,TRUE,0.1
0,32,16,20.3,441,813.1001891,TRUE,TRUE,0.1
0,32,16,20.4,476,833.4464312,TRUE,TRUE,0.1
0,32,16,20.5,461,809.384163,TRUE,TRUE,0.1
0,32,16,20.6,683,885.947257,TRUE,TRUE,0.1
0,32,16,20.7,485,822.405911,TRUE,TRUE,0.1
0,32,16,20.8,483,871.1879338,TRUE,TRUE,0.1
0,32,16,20.9,530,856.8447189,TRUE,TRUE,0.1
0,32,16,21,569,868.7791782,TRUE,TRUE,0.1
0,32,16,21.1,574,879.2826472,TRUE,TRUE,0.1
0,32,16,21.2,482,844.027992,TRUE,TRUE,0.1
0,32,16,21.3,475,842.9644457,TRUE,TRUE,0.1
0,32,16,21.4,453,822.4133496,TRUE,TRUE,0.1
0,32,16,21.5,584,847.9423524,TRUE,TRUE,0.1
0,32,16,21.6,462,828.3610457,TRUE,TRUE,0.1
0,32,16,21.7,460,848.7762842,TRUE,TRUE,0.1
0,32,16,21.8,449,794.2233684,TRUE,TRUE,0.1
0,32,16,21.9,434,787.1343542,TRUE,TRUE,0.1
0,32,16,22,512,901.7615815,TRUE,TRUE,0.1
0,32,16,22.1,472,829.3358979,TRUE,TRUE,0.1
0,32,16,22.2,466,802.9750999,TRUE,TRUE,0.1
0,32,16,22.3,459,804.3909412,TRUE,TRUE,0.1
0,32,16,22.4,529,812.044658,TRUE,TRUE,0.1
0,32,16,22.5,451,828.7379375,TRUE,TRUE,0.1
0,32,16,22.6,502,798.4859175,TRUE,TRUE,0.1
0,32,16,22.7,615,879.2194621,TRUE,TRUE,0.1
0,32,16,22.8,520,832.3343539,TRUE,TRUE,0.1
0,32,16,22.9,468,829.0993204,TRUE,TRUE,0.1
0,32,16,23,535,859.1531582,TRUE,TRUE,0.1
0,32,16,23.1,488,806.5670739,TRUE,TRUE,0.1
0,32,16,23.2,435,808.1830256,TRUE,TRUE,0.1
0,32,16,23.3,507,812.4918114,TRUE,TRUE,0.1
0,32,16,23.4,503,872.8275212,TRUE,TRUE,0.1
0,32,16,23.5,557,863.967168,TRUE,TRUE,0.1
0,32,16,23.6,513,852.4369474,TRUE,TRUE,0.1
0,32,16,23.7,430,822.3044728,TRUE,TRUE,0.1
0,32,16,23.8,450,795.9239294,TRUE,TRUE,0.1
0,32,16,23.9,491,801.2963557,TRUE,TRUE,0.1
0,32,16,24,619,875.0222286,TRUE,TRUE,0.1
0,32,16,24.1,455,806.0180951,TRUE,TRUE,0.1
0,32,16,24.2,455,797.0987543,TRUE,TRUE,0.1
0,32,16,24.3,516,830.2032505,TRUE,TRUE,0.1
0,32,16,24.4,502,834.919551,TRUE,TRUE,0.1
0,32,16,24.5,461,808.9240575,TRUE,TRUE,0.1
0,32,16,24.6,463,809.4457805,TRUE,TRUE,0.1
0,32,16,24.7,486,802.4924197,TRUE,TRUE,0.1
0,32,16,24.8,646,878.4009278,TRUE,TRUE,0.1
0,32,16,24.9,727,880.0768968,TRUE,TRUE,0.1
0,32,16,25,459,809.2319875,TRUE,TRUE,0.1
0,32,16,25.1,504,809.6111061,TRUE,TRUE,0.1
0,32,16,25.2,461,810.2828833,TRUE,TRUE,0.1
0,32,16,25.3,473,820.8124963,TRUE,TRUE,0.1
0,32,16,25.4,458,791.5185218,TRUE,TRUE,0.1
0,32,16,25.5,486,826.7851535,TRUE,TRUE,0.1
0,32,16,25.6,482,840.4665499,TRUE,TRUE,0.1
0,32,16,25.7,539,844.5590934,TRUE,TRUE,0.1
0,32,16,25.8,491,847.5013317,TRUE,TRUE,0.1
0,32,16,25.9,428,767.529214,TRUE,TRUE,0.1
0,32,16,26,619,847.7467755,TRUE,TRUE,0.1
0,32,16,26.1,484,782.9726898,TRUE,TRUE,0.1
0,32,16,26.2,529,846.5846307,TRUE,TRUE,0.1
0,32,16,26.3,454,789.8285486,TRUE,TRUE,0.1
0,32,16,26.4,598,855.0991627,TRUE,TRUE,0.1
0,32,16,26.5,498,848.5657105,TRUE,TRUE,0.1
0,32,16,26.6,524,828.1358103,TRUE,TRUE,0.1
0,32,16,26.7,574,870.8252885,TRUE,TRUE,0.1
0,32,16,26.8,522,824.7041265,TRUE,TRUE,0.1
0,32,16,26.9,494,816.112429,TRUE,TRUE,0.1
0,32,16,27,574,839.0907481,TRUE,TRUE,0.1
0,32,16,27.1,487,805.6154684,TRUE,TRUE,0.1
0,32,16,27.2,448,788.8136294,TRUE,TRUE,0.1
0,32,16,27.3,467,814.2833938,TRUE,TRUE,0.1
0,32,16,27.4,488,811.1384237,TRUE,TRUE,0.1
0,32,16,27.5,527,819.0560021,TRUE,TRUE,0.1
0,32,16,27.6,466,800.5707884,TRUE,TRUE,0.1
0,32,16,27.7,496,802.0577036,TRUE,TRUE,0.1
0,32,16,27.8,719,912.6884759,TRUE,TRUE,0.1
0,32,16,27.9,461,803.737454,TRUE,TRUE,0.1
0,32,16,28,468,807.1179415,TRUE,TRUE,0.1
0,32,16,28.1,518,823.9064033,TRUE,TRUE,0.1
0,32,16,28.2,554,809.8062813,TRUE,TRUE,0.1
0,32,16,28.3,523,826.1787196,TRUE,TRUE,0.1
0,32,16,28.4,546,859.5827363,TRUE,TRUE,0.1
0,32,16,28.5,475,794.2115342,TRUE,TRUE,0.1
0,32,16,28.6,482,830.7192551,TRUE,TRUE,0.1
0,32,16,28.7,550,835.4872521,TRUE,TRUE,0.1
0,32,16,28.8,574,827.1660906,TRUE,TRUE,0.1
0,32,16,28.9,561,813.2657522,TRUE,TRUE,0.1
0,32,16,29,523,835.3452801,TRUE,TRUE,0.1
0,32,16,29.1,569,842.3896436,TRUE,TRUE,0.1
0,32,16,29.2,589,890.6183564,TRUE,TRUE,0.1
0,32,16,29.3,507,822.8628012,TRUE,TRUE,0.1
0,32,16,29.4,549,829.2714918,TRUE,TRUE,0.1
0,32,16,29.5,546,849.1319411,TRUE,TRUE,0.1
0,32,16,29.6,506,827.4724512,TRUE,TRUE,0.1
0,32,16,29.7,640,833.0362678,TRUE,TRUE,0.1
0,32,16,29.8,467,822.5028705,TRUE,TRUE,0.1
0,32,16,29.9,621,787.705739,TRUE,TRUE,0.1
1,32,16,2,3201,4055.839383,TRUE,FALSE,0.1
1,32,16,2.1,3201,3986.569725,TRUE,FALSE,0.1
1,32,16,2.2,3201,3860.553236,TRUE,FALSE,0.1
1,32,16,2.3,3201,3111.228268,TRUE,FALSE,0.1
1,32,16,2.4,3201,2904.475707,TRUE,FALSE,0.1
1,32,16,2.5,3201,2951.519818,TRUE,FALSE,0.1
1,32,16,2.6,3201,2804.916226,TRUE,FALSE,0.1
1,32,16,2.7,3201,2721.803437,TRUE,FALSE,0.1
1,32,16,2.8,3201,2579.181976,TRUE,FALSE,0.1
1,32,16,2.9,3201,2257.796448,TRUE,FALSE,0.1
1,32,16,3,3201,1793.763153,TRUE,FALSE,0.1
1,32,16,3.1,3201,2324.780841,TRUE,FALSE,0.1
1,32,16,3.2,1023,1534.254605,TRUE,TRUE,0.1
1,32,16,3.3,870,1372.915175,TRUE,TRUE,0.1
1,32,16,3.4,760,1287.172653,TRUE,TRUE,0.1
1,32,16,3.5,731,1273.999459,TRUE,TRUE,0.1
1,32,16,3.6,823,1345.807707,TRUE,TRUE,0.1
1,32,16,3.7,774,1308.195525,TRUE,TRUE,0.1
1,32,16,3.8,898,1428.180084,TRUE,TRUE,0.1
1,32,16,3.9,697,1242.254107,TRUE,TRUE,0.1
1,32,16,4,673,1211.665173,TRUE,TRUE,0.1
1,32,16,4.1,516,986.1744846,TRUE,TRUE,0.1
1,32,16,4.2,633,1120.175592,TRUE,TRUE,0.1
1,32,16,4.3,589,1064.945543,TRUE,TRUE,0.1
1,32,16,4.4,624,1118.600374,TRUE,TRUE,0.1
1,32,16,4.5,719,1191.356918,TRUE,TRUE,0.1
1,32,16,4.6,641,1078.191818,TRUE,TRUE,0.1
1,32,16,4.7,626,1143.551902,TRUE,TRUE,0.1
1,32,16,4.8,618,1080.135404,TRUE,TRUE,0.1
1,32,16,4.9,528,984.1608425,TRUE,TRUE,0.1
1,32,16,5,539,1047.041757,TRUE,TRUE,0.1
1,32,16,5.1,655,1181.122995,TRUE,TRUE,0.1
1,32,16,5.2,646,1193.989019,TRUE,TRUE,0.1
1,32,16,5.3,567,1074.626811,TRUE,TRUE,0.1
1,32,16,5.4,481,982.4078108,TRUE,TRUE,0.1
1,32,16,5.5,651,1187.799712,TRUE,TRUE,0.1
1,32,16,5.6,508,1013.893994,TRUE,TRUE,0.1
1,32,16,5.7,546,1045.434287,TRUE,TRUE,0.1
1,32,16,5.8,622,1169.09677,TRUE,TRUE,0.1
1,32,16,5.9,543,1038.416445,TRUE,TRUE,0.1
1,32,16,6,575,1096.764072,TRUE,TRUE,0.1
1,32,16,6.1,602,1099.453998,TRUE,TRUE,0.1
1,32,16,6.2,495,978.3584494,TRUE,TRUE,0.1
1,32,16,6.3,530,987.0281087,TRUE,TRUE,0.1
1,32,16,6.4,548,1024.430683,TRUE,TRUE,0.1
1,32,16,6.5,635,1087.105974,TRUE,TRUE,0.1
1,32,16,6.6,539,1000.016249,TRUE,TRUE,0.1
1,32,16,6.7,518,975.6991816,TRUE,TRUE,0.1
1,32,16,6.8,538,1046.741409,TRUE,TRUE,0.1
1,32,16,6.9,483,944.6605595,TRUE,TRUE,0.1
1,32,16,7,539,1036.65967,TRUE,TRUE,0.1
1,32,16,7.1,464,966.5145929,TRUE,TRUE,0.1
1,32,16,7.2,608,1059.263483,TRUE,TRUE,0.1
1,32,16,7.3,550,1035.509085,TRUE,TRUE,0.1
1,32,16,7.4,564,1086.743942,TRUE,TRUE,0.1
1,32,16,7.5,503,1010.765468,TRUE,TRUE,0.1
1,32,16,7.6,481,939.3705727,TRUE,TRUE,0.1
1,32,16,7.7,504,1028.999727,TRUE,TRUE,0.1
1,32,16,7.8,492,958.226589,TRUE,TRUE,0.1
1,32,16,7.9,488,969.5088294,TRUE,TRUE,0.1
1,32,16,8,470,981.9839273,TRUE,TRUE,0.1
1,32,16,8.1,546,1015.509499,TRUE,TRUE,0.1
1,32,16,8.2,530,1027.601057,TRUE,TRUE,0.1
1,32,16,8.3,556,1097.524126,TRUE,TRUE,0.1
1,32,16,8.4,521,1005.508162,TRUE,TRUE,0.1
1,32,16,8.5,454,933.1642496,TRUE,TRUE,0.1
1,32,16,8.6,428,897.4106612,TRUE,TRUE,0.1
1,32,16,8.7,451,932.0782372,TRUE,TRUE,0.1
1,32,16,8.8,485,989.6623498,TRUE,TRUE,0.1
1,32,16,8.9,494,936.7109654,TRUE,TRUE,0.1
1,32,16,9,445,934.5130304,TRUE,TRUE,0.1
1,32,16,9.1,517,1015.564787,TRUE,TRUE,0.1
1,32,16,9.2,502,986.7143023,TRUE,TRUE,0.1
1,32,16,9.3,464,955.3378536,TRUE,TRUE,0.1
1,32,16,9.4,471,946.3185266,TRUE,TRUE,0.1
1,32,16,9.5,511,1011.214243,TRUE,TRUE,0.1
1,32,16,9.6,445,932.4632496,TRUE,TRUE,0.1
1,32,16,9.7,498,920.0011892,TRUE,TRUE,0.1
1,32,16,9.8,476,951.4001044,TRUE,TRUE,0.1
1,32,16,9.9,423,885.6416738,TRUE,TRUE,0.1
1,32,16,10,423,881.9418519,TRUE,TRUE,0.1
1,32,16,10.1,479,960.417918,TRUE,TRUE,0.1
1,32,16,10.2,496,982.0116119,TRUE,TRUE,0.1
1,32,16,10.3,518,987.3510385,TRUE,TRUE,0.1
1,32,16,10.4,450,917.5816398,TRUE,TRUE,0.1
1,32,16,10.5,427,889.8512565,TRUE,TRUE,0.1
1,32,16,10.6,448,930.176125,TRUE,TRUE,0.1
1,32,16,10.7,457,929.9363407,TRUE,TRUE,0.1
1,32,16,10.8,447,908.8049217,TRUE,TRUE,0.1
1,32,16,10.9,466,931.2052639,TRUE,TRUE,0.1
1,32,16,11,505,982.4251951,TRUE,TRUE,0.1
1,32,16,11.1,548,925.6462871,TRUE,TRUE,0.1
1,32,16,11.2,450,893.4859667,TRUE,TRUE,0.1
1,32,16,11.3,407,880.1808769,TRUE,TRUE,0.1
1,32,16,11.4,440,868.8225182,TRUE,TRUE,0.1
1,32,16,11.5,452,881.2958968,TRUE,TRUE,0.1
1,32,16,11.6,442,899.9801925,TRUE,TRUE,0.1
1,32,16,11.7,495,956.2136257,TRUE,TRUE,0.1
1,32,16,11.8,525,928.2693198,TRUE,TRUE,0.1
1,32,16,11.9,414,869.0765117,TRUE,TRUE,0.1
1,32,16,12,397,869.5034581,TRUE,TRUE,0.1
1,32,16,12.1,446,880.2943137,TRUE,TRUE,0.1
1,32,16,12.2,449,929.4450249,TRUE,TRUE,0.1
1,32,16,12.3,411,855.6230895,TRUE,TRUE,0.1
1,32,16,12.4,593,996.4205335,TRUE,TRUE,0.1
1,32,16,12.5,438,903.9974725,TRUE,TRUE,0.1
1,32,16,12.6,440,898.5775996,TRUE,TRUE,0.1
1,32,16,12.7,446,902.570184,TRUE,TRUE,0.1
1,32,16,12.8,442,858.4457753,TRUE,TRUE,0.1
1,32,16,12.9,408,830.8893783,TRUE,TRUE,0.1
1,32,16,13,401,868.4521686,TRUE,TRUE,0.1
1,32,16,13.1,446,911.2324412,TRUE,TRUE,0.1
1,32,16,13.2,419,825.8086186,TRUE,TRUE,0.1
1,32,16,13.3,423,830.5600527,TRUE,TRUE,0.1
1,32,16,13.4,550,979.1387936,TRUE,TRUE,0.1
1,32,16,13.5,475,927.8863133,TRUE,TRUE,0.1
1,32,16,13.6,448,912.3162044,TRUE,TRUE,0.1
1,32,16,13.7,435,795.268134,TRUE,TRUE,0.1
1,32,16,13.8,512,893.2490147,TRUE,TRUE,0.1
1,32,16,13.9,422,861.743359,TRUE,TRUE,0.1
1,32,16,14,396,826.3080199,TRUE,TRUE,0.1
1,32,16,14.1,407,854.1697002,TRUE,TRUE,0.1
1,32,16,14.2,415,849.9947369,TRUE,TRUE,0.1
1,32,16,14.3,469,873.4666694,TRUE,TRUE,0.1
1,32,16,14.4,450,888.0767395,TRUE,TRUE,0.1
1,32,16,14.5,549,931.4117756,TRUE,TRUE,0.1
1,32,16,14.6,526,925.4283622,TRUE,TRUE,0.1
1,32,16,14.7,492,896.7387708,TRUE,TRUE,0.1
1,32,16,14.8,468,877.042059,TRUE,TRUE,0.1
1,32,16,14.9,422,830.6157163,TRUE,TRUE,0.1
1,32,16,15,423,844.8007209,TRUE,TRUE,0.1
1,32,16,15.1,505,936.3004366,TRUE,TRUE,0.1
1,32,16,15.2,505,878.2732973,TRUE,TRUE,0.1
1,32,16,15.3,438,854.3331692,TRUE,TRUE,0.1
1,32,16,15.4,434,829.3512041,TRUE,TRUE,0.1
1,32,16,15.5,449,862.7553864,TRUE,TRUE,0.1
1,32,16,15.6,521,966.91024,TRUE,TRUE,0.1
1,32,16,15.7,464,871.9576481,TRUE,TRUE,0.1
1,32,16,15.8,483,835.1324446,TRUE,TRUE,0.1
1,32,16,15.9,488,925.3045255,TRUE,TRUE,0.1
1,32,16,16,442,819.4432592,TRUE,TRUE,0.1
1,32,16,16.1,433,831.3519459,TRUE,TRUE,0.1
1,32,16,16.2,443,893.1488792,TRUE,TRUE,0.1
1,32,16,16.3,455,819.5998117,TRUE,TRUE,0.1
1,32,16,16.4,409,846.0364157,TRUE,TRUE,0.1
1,32,16,16.5,510,886.476368,TRUE,TRUE,0.1
1,32,16,16.6,606,912.3330423,TRUE,TRUE,0.1
1,32,16,16.7,419,846.7579885,TRUE,TRUE,0.1
1,32,16,16.8,495,864.1669748,TRUE,TRUE,0.1
1,32,16,16.9,436,837.9547664,TRUE,TRUE,0.1
1,32,16,17,456,858.1877324,TRUE,TRUE,0.1
1,32,16,17.1,452,851.0280595,TRUE,TRUE,0.1
1,32,16,17.2,482,844.5372146,TRUE,TRUE,0.1
1,32,16,17.3,426,854.92,TRUE,TRUE,0.1
1,32,16,17.4,440,862.8798586,TRUE,TRUE,0.1
1,32,16,17.5,458,841.3373013,TRUE,TRUE,0.1
1,32,16,17.6,443,862.8090563,TRUE,TRUE,0.1
1,32,16,17.7,463,868.4602039,TRUE,TRUE,0.1
1,32,16,17.8,465,825.1160015,TRUE,TRUE,0.1
1,32,16,17.9,447,818.3883953,TRUE,TRUE,0.1
