seed,robot count,spring constant,damping coefficient,iteration,moved distance,connectivity,converged,sensing_interval
5,25,0.25,1,94,486.9296596,TRUE,TRUE,4.7
6,25,0.25,1,134,532.5006622,TRUE,TRUE,4.7
7,25,0.25,1,109,510.6780171,TRUE,TRUE,4.7
8,25,0.25,1,109,494.3644237,TRUE,TRUE,4.7
9,25,0.25,1,134,542.6315455,TRUE,TRUE,4.7
10,25,0.25,1,119,515.1213253,TRUE,TRUE,4.7
11,25,0.25,1,119,520.0187269,TRUE,TRUE,4.7
12,25,0.25,1,99,503.4667571,TRUE,TRUE,4.7
13,25,0.25,1,109,529.75282,TRUE,TRUE,4.7
14,25,0.25,1,114,526.7002454,TRUE,TRUE,4.7
15,25,0.25,1,120,506.6466693,TRUE,TRUE,4.7
16,25,0.25,1,130,560.7351659,TRUE,TRUE,4.7
17,25,0.25,1,135,551.2022909,TRUE,TRUE,4.7
18,25,0.25,1,104,534.0221015,TRUE,TRUE,4.7
19,25,0.25,1,119,494.9506643,TRUE,TRUE,4.7
0,25,0.25,1,119,516.5594404,TRUE,TRUE,4.9
1,25,0.25,1,115,526.1101497,TRUE,TRUE,4.9
2,25,0.25,1,99,500.3526593,TRUE,TRUE,4.9
3,25,0.25,1,95,510.7285025,TRUE,TRUE,4.9
4,25,0.25,1,110,535.4905413,TRUE,TRUE,4.9
5,25,0.25,1,128,530.020843,TRUE,TRUE,4.9
6,25,0.25,1,104,502.7074057,TRUE,TRUE,4.9
7,25,0.25,1,118,531.9616737,TRUE,TRUE,4.9
8,25,0.25,1,85,481.1949367,TRUE,TRUE,4.9
9,25,0.25,1,124,531.7284106,TRUE,TRUE,4.9
10,25,0.25,1,98,500.7150067,TRUE,TRUE,4.9
11,25,0.25,1,100,525.7467561,TRUE,TRUE,4.9
12,25,0.25,1,104,520.8640689,TRUE,TRUE,4.9
13,25,0.25,1,129,534.3193729,TRUE,TRUE,4.9
14,25,0.25,1,110,539.3958102,TRUE,TRUE,4.9
15,25,0.25,1,100,505.5600256,TRUE,TRUE,4.9
16,25,0.25,1,100,539.2235208,TRUE,TRUE,4.9
17,25,0.25,1,105,553.7920903,TRUE,TRUE,4.9
18,25,0.25,1,104,530.3287467,TRUE,TRUE,4.9
19,25,0.25,1,104,504.9408674,TRUE,TRUE,4.9
0,25,0.25,1,94,493.167496,TRUE,TRUE,5.1
1,25,0.25,1,103,508.2816624,TRUE,TRUE,5.1
2,25,0.25,1,98,489.8759376,TRUE,TRUE,5.1
3,25,0.25,1,135,545.4380112,TRUE,TRUE,5.1
4,25,0.25,1,108,536.9049592,TRUE,TRUE,5.1
5,25,0.25,1,115,501.4381328,TRUE,TRUE,5.1
6,25,0.25,1,124,510.9896854,TRUE,TRUE,5.1
7,25,0.25,1,94,521.3425,TRUE,TRUE,5.1
8,25,0.25,1,99,498.3040767,TRUE,TRUE,5.1
9,25,0.25,1,139,557.2572317,TRUE,TRUE,5.1
10,25,0.25,1,109,520.3416426,TRUE,TRUE,5.1
11,25,0.25,1,100,515.9714485,TRUE,TRUE,5.1
12,25,0.25,1,90,512.2341093,TRUE,TRUE,5.1
13,25,0.25,1,133,554.5933407,TRUE,TRUE,5.1
14,25,0.25,1,124,564.8061876,TRUE,TRUE,5.1
15,25,0.25,1,104,512.4644006,TRUE,TRUE,5.1
16,25,0.25,1,95,532.3798755,TRUE,TRUE,5.1
17,25,0.25,1,135,549.0622875,TRUE,TRUE,5.1
18,25,0.25,1,114,538.5141875,TRUE,TRUE,5.1
19,25,0.25,1,85,488.6805806,TRUE,TRUE,5.1
0,25,0.25,1,83,489.7651472,TRUE,TRUE,5.3
1,25,0.25,1,133,534.1626967,TRUE,TRUE,5.3
2,25,0.25,1,105,496.3542636,TRUE,TRUE,5.3
3,25,0.25,1,123,537.8531647,TRUE,TRUE,5.3
4,25,0.25,1,99,533.3012512,TRUE,TRUE,5.3
5,25,0.25,1,115,496.8897961,TRUE,TRUE,5.3
6,25,0.25,1,100,506.5724883,TRUE,TRUE,5.3
7,25,0.25,1,98,515.2226622,TRUE,TRUE,5.3
8,25,0.25,1,89,494.8307672,TRUE,TRUE,5.3
9,25,0.25,1,93,514.5219568,TRUE,TRUE,5.3
10,25,0.25,1,123,551.4474611,TRUE,TRUE,5.3
11,25,0.25,1,84,498.657686,TRUE,TRUE,5.3
12,25,0.25,1,94,528.0106272,TRUE,TRUE,5.3
13,25,0.25,1,100,539.1566098,TRUE,TRUE,5.3
14,25,0.25,1,84,535.2182842,TRUE,TRUE,5.3
15,25,0.25,1,104,509.7547152,TRUE,TRUE,5.3
16,25,0.25,1,89,521.6701266,TRUE,TRUE,5.3
17,25,0.25,1,110,558.2077521,TRUE,TRUE,5.3
18,25,0.25,1,95,522.8646827,TRUE,TRUE,5.3
19,25,0.25,1,85,487.4800078,TRUE,TRUE,5.3
0,25,0.25,1,93,500.6296102,TRUE,TRUE,5.5
1,25,0.25,1,95,528.9928733,TRUE,TRUE,5.5
2,25,0.25,1,74,490.3251406,TRUE,TRUE,5.5
3,25,0.25,1,75,506.9602513,TRUE,TRUE,5.5
4,25,0.25,1,95,543.0253129,TRUE,TRUE,5.5
5,25,0.25,1,88,492.8134698,TRUE,TRUE,5.5
6,25,0.25,1,94,504.0392731,TRUE,TRUE,5.5
7,25,0.25,1,78,496.2174498,TRUE,TRUE,5.5
8,25,0.25,1,78,481.8032548,TRUE,TRUE,5.5
9,25,0.25,1,118,530.8720892,TRUE,TRUE,5.5
10,25,0.25,1,93,517.362857,TRUE,TRUE,5.5
11,25,0.25,1,104,511.855626,TRUE,TRUE,5.5
12,25,0.25,1,75,517.5615716,TRUE,TRUE,5.5
13,25,0.25,1,118,533.8764883,TRUE,TRUE,5.5
14,25,0.25,1,74,517.4157323,TRUE,TRUE,5.5
15,25,0.25,1,78,484.8979523,TRUE,TRUE,5.5
16,25,0.25,1,89,520.8530109,TRUE,TRUE,5.5
17,25,0.25,1,90,531.9883034,TRUE,TRUE,5.5
18,25,0.25,1,99,560.6800903,TRUE,TRUE,5.5
19,25,0.25,1,93,494.3265308,TRUE,TRUE,5.5
0,25,0.25,1,83,509.156011,TRUE,TRUE,5.7
1,25,0.25,1,95,540.466804,TRUE,TRUE,5.7
2,25,0.25,1,85,501.3940441,TRUE,TRUE,5.7
3,25,0.25,1,108,561.9558447,TRUE,TRUE,5.7
4,25,0.25,1,75,501.5138391,TRUE,TRUE,5.7
5,25,0.25,1,83,479.7950053,TRUE,TRUE,5.7
6,25,0.25,1,85,509.1124723,TRUE,TRUE,5.7
7,25,0.25,1,103,536.0212263,TRUE,TRUE,5.7
8,25,0.25,1,80,479.6695097,TRUE,TRUE,5.7
9,25,0.25,1,69,519.13254,TRUE,TRUE,5.7
10,25,0.25,1,68,479.6469785,TRUE,TRUE,5.7
11,25,0.25,1,83,509.5426214,TRUE,TRUE,5.7
12,25,0.25,1,88,533.1992752,TRUE,TRUE,5.7
13,25,0.25,1,78,513.4712118,TRUE,TRUE,5.7
14,25,0.25,1,75,512.3494002,TRUE,TRUE,5.7
15,25,0.25,1,78,497.4696883,TRUE,TRUE,5.7
16,25,0.25,1,108,552.8157584,TRUE,TRUE,5.7
17,25,0.25,1,140,567.809512,TRUE,TRUE,5.7
18,25,0.25,1,78,524.9345363,TRUE,TRUE,5.7
19,25,0.25,1,103,486.4548496,TRUE,TRUE,5.7
0,25,0.25,1,113,553.207731,TRUE,TRUE,5.9
1,25,0.25,1,98,532.5490604,TRUE,TRUE,5.9
2,25,0.25,1,83,511.7624007,TRUE,TRUE,5.9
3,25,0.25,1,88,530.3907069,TRUE,TRUE,5.9
4,25,0.25,1,108,557.9758497,TRUE,TRUE,5.9
5,25,0.25,1,123,515.4182878,TRUE,TRUE,5.9
6,25,0.25,1,83,522.8958957,TRUE,TRUE,5.9
7,25,0.25,1,98,545.6847106,TRUE,TRUE,5.9
8,25,0.25,1,113,535.3570265,TRUE,TRUE,5.9
9,25,0.25,1,69,517.4539175,TRUE,TRUE,5.9
10,25,0.25,1,68,484.3776868,TRUE,TRUE,5.9
11,25,0.25,1,103,516.0882609,TRUE,TRUE,5.9
12,25,0.25,1,103,541.0049966,TRUE,TRUE,5.9
13,25,0.25,1,73,510.2398508,TRUE,TRUE,5.9
14,25,0.25,1,133,573.4748862,TRUE,TRUE,5.9
15,25,0.25,1,73,504.6463374,TRUE,TRUE,5.9
16,25,0.25,1,93,548.2261006,TRUE,TRUE,5.9
17,25,0.25,1,79,536.2991895,TRUE,TRUE,5.9
18,25,0.25,1,73,504.4054048,TRUE,TRUE,5.9
19,25,0.25,1,78,494.1574793,TRUE,TRUE,5.9
0,25,0.25,1,73,499.4478454,TRUE,TRUE,6.1
1,25,0.25,1,78,527.2077017,TRUE,TRUE,6.1
2,25,0.25,1,68,497.1773982,TRUE,TRUE,6.1
3,25,0.25,1,93,547.6170918,TRUE,TRUE,6.1
4,25,0.25,1,68,527.0285328,TRUE,TRUE,6.1
5,25,0.25,1,68,486.8239232,TRUE,TRUE,6.1
6,25,0.25,1,83,511.2225993,TRUE,TRUE,6.1
7,25,0.25,1,88,520.3367361,TRUE,TRUE,6.1
8,25,0.25,1,63,480.5803747,TRUE,TRUE,6.1
9,25,0.25,1,83,534.0715638,TRUE,TRUE,6.1
10,25,0.25,1,64,504.1518709,TRUE,TRUE,6.1
11,25,0.25,1,74,516.0892794,TRUE,TRUE,6.1
12,25,0.25,1,93,562.1034095,TRUE,TRUE,6.1
13,25,0.25,1,73,528.5127817,TRUE,TRUE,6.1
14,25,0.25,1,88,542.9634996,TRUE,TRUE,6.1
15,25,0.25,1,74,516.3223841,TRUE,TRUE,6.1
16,25,0.25,1,83,552.1356146,TRUE,TRUE,6.1
17,25,0.25,1,73,534.2822024,TRUE,TRUE,6.1
18,25,0.25,1,78,539.0547966,TRUE,TRUE,6.1
19,25,0.25,1,93,505.0980245,TRUE,TRUE,6.1
0,25,0.25,1,78,512.239929,TRUE,TRUE,6.3
1,25,0.25,1,64,512.3371547,TRUE,TRUE,6.3
2,25,0.25,1,69,508.0604093,TRUE,TRUE,6.3
3,25,0.25,1,93,558.7527613,TRUE,TRUE,6.3
4,25,0.25,1,69,534.4946047,TRUE,TRUE,6.3
5,25,0.25,1,79,501.9371214,TRUE,TRUE,6.3
6,25,0.25,1,79,532.9989335,TRUE,TRUE,6.3
7,25,0.25,1,93,537.859779,TRUE,TRUE,6.3
8,25,0.25,1,64,476.9203331,TRUE,TRUE,6.3
9,25,0.25,1,93,520.403273,TRUE,TRUE,6.3
10,25,0.25,1,79,510.8964756,TRUE,TRUE,6.3
11,25,0.25,1,69,521.1744888,TRUE,TRUE,6.3
12,25,0.25,1,64,533.9512232,TRUE,TRUE,6.3
13,25,0.25,1,74,527.7755955,TRUE,TRUE,6.3
14,25,0.25,1,99,571.6677532,TRUE,TRUE,6.3
15,25,0.25,1,108,534.8970771,TRUE,TRUE,6.3
16,25,0.25,1,74,542.5082282,TRUE,TRUE,6.3
17,25,0.25,1,64,515.8073399,TRUE,TRUE,6.3
18,25,0.25,1,74,545.8796245,TRUE,TRUE,6.3
19,25,0.25,1,69,477.2347949,TRUE,TRUE,6.3
0,25,0.25,1,83,517.7824144,TRUE,TRUE,6.5
1,25,0.25,1,113,574.1814512,TRUE,TRUE,6.5
2,25,0.25,1,54,492.185826,TRUE,TRUE,6.5
3,25,0.25,1,94,560.9118301,TRUE,TRUE,6.5
4,25,0.25,1,84,549.9735017,TRUE,TRUE,6.5
5,25,0.25,1,94,524.2649289,TRUE,TRUE,6.5
6,25,0.25,1,74,506.5773592,TRUE,TRUE,6.5
7,25,0.25,1,94,545.4154131,TRUE,TRUE,6.5
8,25,0.25,1,104,565.8253088,TRUE,TRUE,6.5
9,25,0.25,1,69,524.5783175,TRUE,TRUE,6.5
10,25,0.25,1,84,530.3235832,TRUE,TRUE,6.5
11,25,0.25,1,79,541.3126574,TRUE,TRUE,6.5
12,25,0.25,1,103,581.878368,TRUE,TRUE,6.5
13,25,0.25,1,69,534.653226,TRUE,TRUE,6.5
14,25,0.25,1,69,556.7719731,TRUE,TRUE,6.5
15,25,0.25,1,94,534.2134068,TRUE,TRUE,6.5
16,25,0.25,1,69,545.073091,TRUE,TRUE,6.5
17,25,0.25,1,74,555.789903,TRUE,TRUE,6.5
18,25,0.25,1,84,558.5581325,TRUE,TRUE,6.5
19,25,0.25,1,83,486.9388978,TRUE,TRUE,6.5
0,25,0.25,1,94,547.7239539,TRUE,TRUE,6.7
1,25,0.25,1,89,557.7561809,TRUE,TRUE,6.7
2,25,0.25,1,64,503.2766593,TRUE,TRUE,6.7
3,25,0.25,1,94,566.5896679,TRUE,TRUE,6.7
4,25,0.25,1,74,558.5797394,TRUE,TRUE,6.7
5,25,0.25,1,79,535.0412605,TRUE,TRUE,6.7
6,25,0.25,1,74,538.7994113,TRUE,TRUE,6.7
7,25,0.25,1,103,554.7594711,TRUE,TRUE,6.7
8,25,0.25,1,84,533.0387889,TRUE,TRUE,6.7
9,25,0.25,1,64,520.2286959,TRUE,TRUE,6.7
10,25,0.25,1,73,501.8211681,TRUE,TRUE,6.7
11,25,0.25,1,90,544.9113129,TRUE,TRUE,6.7
12,25,0.25,1,69,550.6213414,TRUE,TRUE,6.7
13,25,0.25,1,69,556.4577363,TRUE,TRUE,6.7
14,25,0.25,1,69,549.3268361,TRUE,TRUE,6.7
15,25,0.25,1,84,530.509887,TRUE,TRUE,6.7
16,25,0.25,1,94,569.2564151,TRUE,TRUE,6.7
17,25,0.25,1,94,556.3592706,TRUE,TRUE,6.7
18,25,0.25,1,74,552.0482227,TRUE,TRUE,6.7
19,25,0.25,1,69,491.1595352,TRUE,TRUE,6.7
0,25,0.25,1,8001,31218.35685,TRUE,FALSE,6.9
1,25,0.25,1,728,856.1714564,TRUE,TRUE,6.9
2,25,0.25,1,80,543.5173836,TRUE,TRUE,6.9
3,25,0.25,1,89,596.1809395,TRUE,TRUE,6.9
4,25,0.25,1,8001,16163.87905,TRUE,FALSE,6.9
5,25,0.25,1,64,510.7854502,TRUE,TRUE,6.9
6,25,0.25,1,125,651.9538288,TRUE,TRUE,6.9
7,25,0.25,1,69,536.424331,TRUE,TRUE,6.9
8,25,0.25,1,8001,13844.41984,TRUE,FALSE,6.9
9,25,0.25,1,69,555.6033122,TRUE,TRUE,6.9
10,25,0.25,1,8001,9346.69469,TRUE,FALSE,6.9
11,25,0.25,1,84,531.5722885,TRUE,TRUE,6.9
12,25,0.25,1,59,528.6570583,TRUE,TRUE,6.9
13,25,0.25,1,8001,24739.52792,TRUE,FALSE,6.9
14,25,0.25,1,109,597.2876122,TRUE,TRUE,6.9
15,25,0.25,1,64,515.5657712,TRUE,TRUE,6.9
16,25,0.25,1,8001,23172.48757,TRUE,FALSE,6.9
17,25,0.25,1,69,554.5488315,TRUE,TRUE,6.9
18,25,0.25,1,94,580.0550014,TRUE,TRUE,6.9
19,25,0.25,1,104,560.4339982,TRUE,TRUE,6.9
0,25,0.25,1,8001,16352.07985,TRUE,FALSE,7.1
1,25,0.25,1,8001,32006.81123,TRUE,FALSE,7.1
2,25,0.25,1,74,565.5103188,TRUE,TRUE,7.1
3,25,0.25,1,8001,25878.51645,TRUE,FALSE,7.1
4,25,0.25,1,8001,27314.17827,TRUE,FALSE,7.1
5,25,0.25,1,8001,27902.67532,TRUE,FALSE,7.1
6,25,0.25,1,8001,29653.21171,TRUE,FALSE,7.1
7,25,0.25,1,104,584.1934543,TRUE,TRUE,7.1
8,25,0.25,1,8001,26308.04474,TRUE,FALSE,7.1
9,25,0.25,1,8001,11630.04443,TRUE,FALSE,7.1
10,25,0.25,1,8001,29400.52429,TRUE,FALSE,7.1
11,25,0.25,1,74,540.8247375,TRUE,TRUE,7.1
12,25,0.25,1,84,576.3139125,TRUE,TRUE,7.1
13,25,0.25,1,69,557.5507963,TRUE,TRUE,7.1
14,25,0.25,1,8001,27083.08393,TRUE,FALSE,7.1
15,25,0.25,1,8001,19894.41771,TRUE,FALSE,7.1
16,25,0.25,1,8001,25937.08333,TRUE,FALSE,7.1
17,25,0.25,1,84,568.8978104,TRUE,TRUE,7.1
18,25,0.25,1,89,579.2692764,TRUE,TRUE,7.1
19,25,0.25,1,8001,34445.12839,TRUE,FALSE,7.1
0,25,0.25,1,8001,37815.408,TRUE,FALSE,7.3
1,25,0.25,1,8001,36754.95279,TRUE,FALSE,7.3
2,25,0.25,1,8001,31664.27837,TRUE,FALSE,7.3
3,25,0.25,1,8001,31337.64451,TRUE,FALSE,7.3
4,25,0.25,1,8001,34291.15791,TRUE,FALSE,7.3
5,25,0.25,1,8001,32353.83936,TRUE,FALSE,7.3
6,25,0.25,1,8001,33442.91088,TRUE,FALSE,7.3
7,25,0.25,1,8001,38280.603,TRUE,FALSE,7.3
8,25,0.25,1,8001,35528.35165,TRUE,FALSE,7.3
9,25,0.25,1,8001,33136.5019,TRUE,FALSE,7.3
10,25,0.25,1,89,561.1025029,TRUE,TRUE,7.3
11,25,0.25,1,8001,35333.56155,TRUE,FALSE,7.3
12,25,0.25,1,64,540.9949341,TRUE,TRUE,7.3
13,25,0.25,1,8001,35376.448,TRUE,FALSE,7.3
14,25,0.25,1,8001,38333.3505,TRUE,FALSE,7.3
15,25,0.25,1,8001,35550.79586,TRUE,FALSE,7.3
16,25,0.25,1,8001,33201.97133,TRUE,FALSE,7.3
17,25,0.25,1,8001,31433.32409,TRUE,FALSE,7.3
18,25,0.25,1,8001,34869.11733,TRUE,FALSE,7.3
19,25,0.25,1,8001,31320.87391,TRUE,FALSE,7.3
